#SampleID	chlamy_RA	sampling_day	pbr_tube	max_od_group	bact_RA	B_mean	C_mean	B_std	C_std	cc_mean_ratio	PBR_680	PBR_720
exp4.d28.t3	0.7391721491228069	28.0	3.0	0.5	0.26082785087719307							
exp4.d28.t4	0.6938930140930439	28.0	4.0	0.5	0.30610698590695606							
exp4.d29.t2	0.5963836959852901	29.0	2.0	0.5	0.40361630401470994							
exp4.d29.t8	0.155844155844156	29.0	8.0	0.2	0.844155844155844							
exp4.d29.t6	0.23469387755102	29.0	6.0	0.2	0.76530612244898							
exp4.d29.t5	0.205797101449275	29.0	5.0	0.2	0.794202898550725							
exp4.d29.t1	0.202020202020202	29.0	1.0	0.2	0.797979797979798							
exp4.d29.t4	0.613887086307592	29.0	4.0	0.5	0.38611291369240797							
exp4.d29.t3	0.7689612530915091	29.0	3.0	0.5	0.2310387469084909							
exp4.d29.t7	0.19809069212410504	29.0	7.0	0.2	0.801909307875895							
exp4.d30.t8	0.0551181102362205	30.0	8.0	0.2	0.9448818897637795							
exp4.d30.t7	0.1375	30.0	7.0	0.2	0.8625							
exp4.d30.t1	0.199115044247788	30.0	1.0	0.2	0.800884955752212							
exp4.d30.t3	0.619758351101635	30.0	3.0	0.5	0.380241648898365							
exp4.d30.t2	0.644073687869308	30.0	2.0	0.5	0.35592631213069204							
exp4.d30.t5	0.13617021276595698	30.0	5.0	0.2	0.863829787234043							
exp4.d30.t6	0.0934579439252336	30.0	6.0	0.2	0.9065420560747663							
exp4.d30.t4	0.515942028985507	30.0	4.0	0.5	0.484057971014493							
exp4.d31.t6	0.144578313253012	31.0	6.0	0.2	0.855421686746988							
exp4.d31.t5	0.0278128950695322	31.0	5.0	0.2	0.9721871049304678							
exp4.d31.t4	0.574545454545455	31.0	4.0	0.5	0.425454545454545							
exp4.d31.t3	0.543255813953488	31.0	3.0	0.5	0.456744186046512							
exp4.d31.t2	0.5538190622936391	31.0	2.0	0.5	0.4461809377063609							
exp4.d31.t1	0.253164556962025	31.0	1.0	0.2	0.746835443037975							
exp4.d31.t7	0.265060240963855	31.0	7.0	0.2	0.7349397590361451							
exp4.d31.t8	0.154639175257732	31.0	8.0	0.2	0.845360824742268							
exp4.d32.t7	0.454545454545455	32.0	7.0	0.2	0.545454545454545							
exp4.d32.t6	0.27106227106227104	32.0	6.0	0.2	0.728937728937729							
exp4.d32.t5	0.421810699588477	32.0	5.0	0.2	0.578189300411523							
exp4.d32.t4	0.7647158897584209	32.0	4.0	0.5	0.23528411024157914							
exp4.d32.t3	0.777380648455451	32.0	3.0	0.5	0.22261935154454904							
exp4.d32.t2	0.742075408742075	32.0	2.0	0.5	0.257924591257925							
exp4.d32.t1	0.522255192878338	32.0	1.0	0.2	0.477744807121662							
exp4.d32.t8	0.2779456193353469	32.0	8.0	0.2	0.7220543806646531							
exp4.d36.t1	0.281984334203655	36.0	1.0	0.2	0.718015665796345	8268875.485154168	489976.415175	1382134.9223471323	69236.58089826106	16.87606837606838	0.38432	0.1953
exp4.d36.t2	0.611745513866232	36.0	2.0	0.5	0.388254486133768	10863237.786016664	1941060.4139625	765170.9967319319	84693.67307991048	5.596548004314993	0.9459299999999999	0.44351999999999997
exp4.d36.t3	0.589079453972699	36.0	3.0	0.5	0.410920546027301	11510257.924004167	1987126.572654167	664247.9881001576	248403.55428177587	5.792413066385668	0.92442	0.4606
exp4.d36.t4	0.5247747747747751	36.0	4.0	0.5	0.4752252252252249	7339176.646104166	1658381.7129000004	656457.5109997045	239061.3035438019	4.425505050505049	0.8818600000000001	0.46158999999999994
exp4.d36.t6	0.204081632653061	36.0	6.0	0.2	0.795918367346939	3166001.4519	244988.2075875	314803.2147380745	55715.489104102264	12.923076923076925	0.3411	0.19272
exp4.d36.t7	0.384955752212389	36.0	7.0	0.2	0.615044247787611	3031990.808433333	414595.428225	300436.2515807553	90338.1923104624	7.313131313131312	0.37463	0.19269
exp4.d36.t8	0.163265306122449	36.0	8.0	0.2	0.8367346938775511	2770251.2704125	190546.38367916667	271090.0639526677	20939.16304166667	14.538461538461538	0.35577	0.18775
exp4.d36.t5	0.266666666666667	36.0	5.0	0.2	0.733333333333333	3239288.5225458336	324557.02714583336	387542.370490718	47564.6351005574	9.980645161290322	0.38272	0.19367
