Well	Mean	StDev	0;2	1;2	2;2	2;1	1;1	0;1	0;0	1;0	2;0	wavelength	mode
A1	1.2992000579833984	0.061799999326467514	1.40910005569458	1.2970000505447388	1.3596999645233154	1.284000039100647	1.2510000467300415	1.2274999618530273	1.3552000522613525	1.252500057220459	1.256700038909912	600	Absorbance
A2	1.2345999479293823	0.07460000365972519	1.3482999801635742	1.24590003490448	1.3459999561309814	1.159000039100647	1.1820000410079956	1.1712000370025635	1.282099962234497	1.1857999563217163	1.191499948501587	600	Absorbance
A3	1.1739000082015991	0.07680000364780426	1.298200011253357	1.169100046157837	1.2928999662399292	1.1150000095367432	1.1141999959945679	1.107800006866455	1.2115999460220337	1.11080002784729	1.1456999778747559	600	Absorbance
A4	1.1160000562667847	0.07320000231266022	1.229099988937378	1.1128000020980835	1.2285000085830688	1.0636999607086182	1.05239999294281	1.0419000387191772	1.1591999530792236	1.0647000074386597	1.0918999910354614	600	Absorbance
A5	1.0906000137329102	0.07850000262260437	1.225600004196167	1.0921000242233276	1.1983000040054321	1.0317000150680542	1.0156999826431274	1.017199993133545	1.1325000524520874	1.0418000221252441	1.0605000257492065	600	Absorbance
A6	1.0450999736785889	0.08169999718666077	1.1806000471115112	1.0437999963760376	1.1622999906539917	0.9865000247955322	0.9643999934196472	0.9664000272750854	1.0849000215530396	0.9872000217437744	1.0298000574111938	600	Absorbance
A7	0.9882000088691711	0.08420000225305557	1.1370999813079834	0.9914000034332275	1.0999000072479248	0.9243000149726868	0.9068999886512756	0.911899983882904	1.0261000394821167	0.9262999892234802	0.9696999788284302	600	Absorbance
A8	0.9354000091552734	0.08720000088214874	1.087399959564209	0.9363999962806702	1.054900050163269	0.8687999844551086	0.8529000282287598	0.8547999858856201	0.9732999801635742	0.8723000288009644	0.9180999994277954	600	Absorbance
A9	0.8892999887466431	0.09440000355243683	1.0491000413894653	0.8968999981880188	1.0259000062942505	0.8235999941825867	0.7940999865531921	0.8039000034332275	0.9190000295639038	0.8165000081062317	0.8745999932289124	600	Absorbance
A10	0.8428000211715698	0.09629999846220016	1.003999948501587	0.8457000255584717	0.9832000136375427	0.7763000130653381	0.7465999722480774	0.7577999830245972	0.8797000050544739	0.7657999992370605	0.8256999850273132	600	Absorbance
A11	0.777899980545044	0.09769999980926514	0.9162999987602234	0.7878999710083008	0.9480999708175659	0.7335000038146973	0.6793000102043152	0.6804999709129333	0.7849000096321106	0.6947000026702881	0.775600016117096	600	Absorbance
A12	0.6592000126838684	0.10130000114440918	0.8021000027656555	0.6596999764442444	0.8346999883651733	0.6119999885559082	0.5547000169754028	0.5579000115394592	0.6728000044822693	0.5738000273704529	0.664900004863739	600	Absorbance
B1	1.229099988937378	0.07400000095367432	1.3539999723434448	1.2231999635696411	1.3166999816894531	1.1620999574661255	1.1447999477386475	1.177899956703186	1.2884000539779663	1.1776000261306763	1.2167999744415283	600	Absorbance
B2	1.177899956703186	0.07559999823570251	1.2984999418258667	1.1698999404907227	1.2842999696731567	1.1262999773025513	1.0906000137329102	1.1165000200271606	1.2252000570297241	1.1187000274658203	1.1713000535964966	600	Absorbance
B3	1.125100016593933	0.07919999957084656	1.2591999769210815	1.1167999505996704	1.2312999963760376	1.0687999725341797	1.037500023841858	1.0615999698638916	1.1722999811172485	1.0654000043869019	1.1130000352859497	600	Absorbance
B4	1.0857000350952148	0.0812000036239624	1.2180999517440796	1.0779000520706177	1.1979000568389893	1.0305999517440796	0.9941999912261963	1.0164999961853027	1.1332999467849731	1.0219000577926636	1.0812000036239624	600	Absorbance
B5	1.0325000286102295	0.08560000360012054	1.17739999294281	1.0263999700546265	1.1484999656677246	0.9682999849319458	0.9417999982833862	0.964900016784668	1.0842000246047974	0.9674000144004822	1.013700008392334	600	Absorbance
B6	0.9941999912261963	0.08699999749660492	1.1332000494003296	0.9817000031471252	1.1165000200271606	0.932200014591217	0.8971999883651733	0.9229000210762024	1.0492000579833984	0.9258000254631042	0.9894999861717224	600	Absorbance
